Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,Metalurji ve Malzeme Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,Optik ve Akustik Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Harita Mühendisliği (4 Yıllık),KOCAELİ,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),GİRESUN,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),GİRESUN,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Şebinkarahisar Uygulamalı Bilimler Yüksekokulu  ,Gıda Teknolojisi (Yüksekokul) (4 Yıllık),GİRESUN,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),GİRESUN,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),GİRESUN,Dolmadı,SAY
GİRESUN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),GİRESUN,Dolmadı,SAY
GÜMÜŞHANE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SAY
GÜMÜŞHANE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SAY
GÜMÜŞHANE ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),GÜMÜŞHANE,Dolmadı,SAY
GÜMÜŞHANE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,İş Sağlığı ve Güvenliği (Fakülte) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SAY
HACETTEPE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Ergoterapi (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
HACETTEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Hidrojeoloji Mühendisliği (4 Yıllık),ANKARA,Dolmadı,SAY
HACETTEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Nükleer Enerji Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
HACETTEPE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
HACETTEPE ÜNİVERSİTESİ Tıp Fakültesi  ,Tıp (İngilizce) (KKTC Uyruklu) (6 Yıllık),ANKARA,Dolmadı,SAY
HAKKARİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),HAKKARİ,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Harita Mühendisliği (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Güzel Sanatlar Fakültesi  ,Mimarlık (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Yapılar ve Sulama (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ŞANLIURFA,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),HATAY,Dolmadı,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),HATAY,Dolmadı,SAY
HİTİT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ÇORUM,Dolmadı,SAY
HİTİT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),ÇORUM,Dolmadı,SAY
HİTİT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ÇORUM,Dolmadı,SAY
HİTİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ÇORUM,Dolmadı,SAY
HİTİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ÇORUM,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),IĞDIR,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),IĞDIR,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),IĞDIR,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),IĞDIR,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),IĞDIR,Dolmadı,SAY
IĞDIR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),IĞDIR,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Makine Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Eğirdir Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Yapılar ve Sulama (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),ISPARTA,Dolmadı,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ISPARTA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Maden Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),MALATYA,Dolmadı,SAY
İNÖNÜ ÜNİVERSİTESİ Güzel Sanatlar ve Tasarım Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),MALATYA,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Makine Mühendisliği (KKTC Uyruklu) (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Makine Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Petrol ve Doğalgaz Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Deniz Bilimleri ve Teknolojisi Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),HATAY,Dolmadı,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),HATAY,Dolmadı,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Tıp Fakültesi (KKTC Uyruklu)  ,Tıp (KKTC Uyruklu) (6 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Bilgisayar ve Bilişim Fakültesi  ,Bilişim Sistemleri Mühendisliği (İngilizce) (UOLP-SUNY Binghamton) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Biyomühendislik (UOLP-Montana State Üniversitesi) (İngilizce) (UOLP) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Deniz Ulaştırma İşletme Mühendisliği (Fakülte) (İngilizce) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Deniz Ulaştırma İşletme Mühendisliği (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Denizcilik Fakültesi  ,Deniz Ulaştırma İşletme Mühendisliği (Fakülte) (İngilizce) (UOLP-SUNY Maritime) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Elektrik-Elektronik Mühendisliği (İngilizce) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Elektronik ve Haberleşme Mühendisliği (İngilizce) (UOLP-New Jersey Institute of Technology) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Elektronik ve Haberleşme Mühendisliği (İngilizce) (UOLP-Uluslararası Saraybosna Üniversitesi) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Elektrik-Elektronik Fakültesi  ,Elektronik ve Haberleşme Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İşletme Fakültesi  ,Endüstri Mühendisliği (İngilizce) (UOLP-SUNY Binghamton) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Gemi İnşaatı ve Deniz Bilimleri Fakültesi  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (İngilizce) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Gemi İnşaatı ve Deniz Bilimleri Fakültesi  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (UOLP-Strathclyde) (İngilizce) (UOLP) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi Makineleri İşletme Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi Makineleri İşletme Mühendisliği (İngilizce) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Denizcilik Fakültesi  ,Gemi Makineleri İşletme Mühendisliği (İngilizce) (UOLP-SUNY Maritime) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İnşaat Fakültesi  ,İnşaat Mühendisliği (İngilizce) (UOLP-Azerbaycan Mimarlık ve İnşaat Üniversitesi) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Makine Fakültesi  ,Makine Mühendisliği (İngilizce) (UOLP-Uluslararası Saraybosna Üniversitesi) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Mimarlık (İngilizce) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (UOLP-Uluslararası Saraybosna Üniversitesi) (Ücretli) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Maden Fakültesi  ,Petrol ve Doğalgaz Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ Fen Fakültesi  ,Astronomi ve Uzay Bilimleri (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ Açık ve Uzaktan Eğitim Fakültesi  ,İş Sağlığı ve Güvenliği (Açıköğretim) (Açıköğretim) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ İstanbul Tıp Fakültesi  ,Tıp (İngilizce) (KKTC Uyruklu) (6 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Sağlık Bilimleri Fakültesi  ,Gerontoloji (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Sağlık Bilimleri Fakültesi  ,Gerontoloji (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Jeofizik Mühendisliği (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Jeofizik Mühendisliği (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Jeoloji Mühendisliği (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),İSTANBUL,Dolmadı,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Maden Mühendisliği (4 Yıllık),İSTANBUL,Dolmadı,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Harita Mühendisliği (İngilizce) (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Malzeme Bilimi ve Mühendisliği (İngilizce) (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Petrol ve Doğalgaz Mühendisliği (İngilizce) (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Tıp Fakültesi (KKTC Uyruklu)  ,Tıp (KKTC Uyruklu) (6 Yıllık),İZMİR,Dolmadı,SAY
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),KARS,Dolmadı,SAY
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),KARS,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Gıda Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Makine Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Orman Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Tekstil Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ İşletme Fakültesi  ,Aktüerya Bilimleri (Fakülte) (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Safranbolu Fethi Toker Güzel Sanatlar ve Tasarım Fakültesi  ,Endüstriyel Tasarım (Fakülte) (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Teknoloji Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Metalurji ve Malzeme Mühendisliği (İngilizce) (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Otomotiv Mühendisliği (4 Yıllık),KARABÜK,Dolmadı,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Otomotiv Mühendisliği (KKTC Uyruklu) (4 Yıllık),KARABÜK,Dolmadı,SAY
